Platform,Publisher,Title,Series,Rating,Genre,Release Date,Developers,Players,Barcode,Item ID, Collection/Wishlist
xbox,Electronic Arts/EA Games,007: Nightfire,,13+,"Action, First Person Shooter",2002-11-01,Eurocom,1-4,014633145946,1330931,Collection
ps2,Electronic Arts,007: Nightfire,007,T,"Action, First Person Shooter",2002-11-18,Electronic Arts,1-2,014633145922,1333669,Collection
gameboy,Interplay Productions,4-in-1 Fun Pak,4-in-1 Fun Pak,Not Rated,"Board, Compilation",1992-01-01,Interplay Productions,1-2,nocode20110526031246723,1126741,Collection
ps2,Sony Computer Entertainment,ATV Offroad Fury 4,ATV Offroad Fury,E,Racing,2006-10-31,Climax Racing,1-4,711719747925,1197834,Collection
ps2,Sony Computer Entertainment,ATV Offroad Fury,ATV Offroad Fury,E,Racing,2001-02-05,Rainbow Studios,2,711719710424,1192249,Collection
ps2,Sony Computer Entertainment,ATV Offroad Fury 2,ATV Offroad Fury,E,"Fantasy, Role Playing Game",2002-11-09,Rainbow Studios,2,1171973692,941079,Collection
ps2,Sony Computer Entertainment,ATV Offroad Fury 3,ATV Offroad Fury,E,Racing,2004-11-02,Climax Racing,1-4,5060112740008,930455,Collection
ps1,Acclaim Entertainment,ATV Quad Power Racing,ATV Quad Power Racing,E,Racing,2000-08-23,Climax Brighton,1-2,021481212003,1295356,Collection
ps2,Namco,Ace Combat 04: Shattered Skies,Ace Combat,E,Combat Flight Simulator,2001-11-01,Namco,1-2,4907892015685,1543673,Collection
xbox360,Namco Bandai Games,Ace Combat 6: Fires of Liberation,Ace Combat,T,"Action, Flight Simulator",2007-10-23,Namco Bandai Games,"1, 2-16",722674210102,939331,Collection
Sony PlayStation 4 (PS4),Bandai Namco Entertainment,Ace Combat 7: Skies Unknown,Ace Combat,T,Flight Simulator,2019-01-18,Project Aces,1-8,nocode20190117133445908,1847040,Collection
ps1,Take-Two Interactive,Action Bass,Action Bass,E,Sports,2000-07-27,Vingt-et-un Systems,1-2,nocode20120629112455900,993358,Collection
ps1,Take-Two Interactive,Action Bass,Action Bass,E,Sports,2000-07-27,Vingt-et-un Systems,1-2,710425230509,1413259,Collection
ps1,Namco,Air Combat,Ace Combat,E,Combat Flight Simulator,1995-09-09,Namco,1,722674020503,1566575,Collection
genesis,Sega,Altered Beast,Altered Beast,Not Rated,"Action, Beat ’em up, Fantasy",1989-08-14,Sega,1-2,0010086011005,932565,Collection
ps2,Activision,American Chopper 2: Full Throttle,American Chopper,T,Racing,2005-11-08,Creat Studios,1-2,5060034554660,1385816,Collection
Sony PlayStation 4 (PS4),Maximum Games,Among Us: Ejected Edition,Among Us,E10+,"Party, Social Deduction",2021-12-14,"Innersloth, Dual Wield Studio",4-15,814290017415,1850283,Collection
Sony PlayStation 5 (PS5),Ubisoft,Anno Standard Edition Playstation 5,Anno,T,"Simulation, Strategy",2023-03-16,Ubisoft Mainz,1,887256114640,1943122,Collection
ps1,Midway Home Entertainment,Arcade's Greatest Hits: The Atari Collection 2,Arcade's Greatest Hits,E,Compilation,1998-04-05,Digital Eclipse,1-2,031719269723,1218690,Collection
xbox,Midway,Area-51,,M,First Person Shooter,2005-05-27,Midway,4,031719300150,929965,Collection
xbox,GS Global Star Software,Army Men: Sarge’s War,,T,"Action, Third Person Shooter",2004-07-23,Global Star Software,4,710425294327,1202456,Collection
ps3,Electronic Arts,Army of Two,Army of Two,M,"Action, Third Person Shooter",2008-03-04,EA Montreal,1-2,014633154405,1199956,Collection
ps3,Electronic Arts,Army of Two: The 40th Day,Army of Two,M,Third Person Shooter,2010-01-12,EA Montreal,1-2,014633157147,1574130,Collection
ps3,Electronic Arts,Army of Two: The Devil’s Cartel,Army of Two,M,"Action, Third Person Shooter",2013-03-26,Visceral Games Montreal,1-2,014633197204,1345777,Collection
ps3,Ubisoft,Assassin’s Creed II,Assassin’s Creed,M,"Action, Adventure, Sandbox",2009-11-17,Ubisoft Montreal,1,307211666474,901064,Collection
xboxone,Ubisoft,Assassin's Creed Chronicles,Assassin's Creed,T,"Action, Adventure, Platform, Stealth",2016-02-09,Climax Studios,1,nocode20161119115349337,1431701,Collection
ps3,Ubisoft,Assassin’s Creed,Assassin’s Creed,M,"Action, Adventure",2007-11-13,Ubisoft Montreal,1,008888343394,1057842,Collection
switch,Ubisoft,Assassin’s Creed III Remastered,Assassin’s Creed,M,"Action, Adventure",2019-05-21,Ubisoft Barcelona,1,887256039400,1712385,Collection
ps3,Ubisoft,Assassin’s Creed IV: Black Flag,Assassin’s Creed,M,"Action, Adventure, Stealth",2013-10-29,Ubisoft Montreal,1,008888348115,1287428,Collection
Sony PlayStation 5 (PS5),Ubisoft,Assassin’s Creed Valhalla,Assassin's Creed,M,"Action, Adventure, Fighting, Role Playing Game",2020-11-12,Ubisoft,1,887256090753,1724949,Collection
ps3,Ubisoft,Assassin’s Creed III,Assassin’s Creed,M,"Action, Sandbox",2012-10-30,Ubisoft Montreal,1,008888347231,1214328,Collection
ps3,Ubisoft,Assassin’s Creed: Brotherhood,Assassin’s Creed,M,Action,2010-11-16,Ubisoft Montreal,1,008888240174,1100777,Collection
xboxone,Ubisoft,Assassin’s Creed: Odyssey,Assassin’s Creed,M,Role Playing Game,2018-10-05,Ubisoft,1,887256036041,1708409,Collection
xboxone,Ubisoft,Assassin’s Creed: Origins,Assassin’s Creed,M,Action,2017-10-27,Ubisoft,1,887256028459,1534565,Collection
ps3,Ubisoft,Assassin’s Creed: Revelations,Assassin’s Creed,M,"Action, Adventure, Sandbox",2011-11-15,Ubisoft Montreal,1,008888386841,1149833,Collection
ps3,Ubisoft,Assassin’s Creed: Rogue,Assassin’s Creed,M,"Action, Adventure",2014-11-11,Ubisoft Sofia,1,887256000134,1379285,Collection
xboxone,Ubisoft,Assassin’s Creed: Syndicate,Assassin's Creed,M,"Action, Adventure, Stealth",2015-10-23,Ubisoft Montreal,1,887256014377,1439033,Collection
xboxone,Ubisoft,Assassin’s Creed: Unity,Assassin’s Creed,M,Action,2014-11-11,Ubisoft,1,887256300319,1356413,Collection
intellivision,Mattel Electronics,B-17 Bomber,B-17 Bomber,Not Rated,Flight Simulator,1982-01-01,Mattel Electronics,1,nocode20120617123246202,1132863,Collection
Sony PlayStation 5 (PS5),Warner Bros. Interactive Entertainment,Back 4 Blood,,M,"First Person Shooter, Horror",2021-10-12,Turtle Rock Studios,1-8,,1732047,Collection
ps2,Titus Software,Barbarian,Barbarian,T,Fighting,2002-06-25,Saffire,1-2,091493024390,986963,Collection
wii,Activision,Barbie Horse Adventures: Riding Camp,Barbie Horse Adventures,E,"Adventure, Simulation",2008-10-21,Pixel Tales,1,047875756953,1508565,Collection
wii,THQ,"Barbie: Jet, Set & Style",Barbie,E,Simulation,2011-09-20,Game Machine Studios,1,785138304977,1248833,Collection
ps3,Warner Bros Interactive Entertainment,Batman: Arkham Asylum,Batman: Arkham,T,"Action, Adventure, Sandbox",2009-08-25,Rocksteady Studios,1,788687501033,920843,Collection
xboxone,THQ Nordic,Battlechasers: Nightwar,Battle Chasers,T,Role Playing Game,2017-10-03,Airship Syndicate,1,811994020659,1529497,Collection
Sony PlayStation 4 (PS4),Electronic Arts,Battlefield 1,Battlefield,M,First Person Shooter,2016-10-21,EA DICE,1-64,014633733891,1450326,Collection
ps2,Electronic Arts,Battlefield 2: Modern Combat,Battlefield,T,First Person Shooter,2005-10-25,Digital Illusions CE,1,014633148305,923247,Collection
ps3,Electronic Arts,Battlefield 3: Limited Edition,Battlefield,M,First Person Shooter,2011-10-25,DICE,1-24,014633195927,1181655,Collection
ps3,Electronic Arts,Battlefield 4,Battlefield,M,First Person Shooter,2013-10-29,DICE,1-24,014633730265,1259207,Collection
ps3,Electronic Arts,Battlefield Hardline,Battlefield,M,First Person Shooter,2015-03-17,Visceral Games,1-24,014633732719,1372081,Collection
xboxone,Electronic Arts,Battlefield Hardline,Battlefield,M,"Action, Fighting, First Person Shooter, Stealth",2015-03-17,Visceral Games,1,014633367515,1367237,Collection
Sony PlayStation 4 (PS4),Electronic Arts,Battlefield V,Battlefield,M,First Person Shooter,2018-11-20,EA DICE,1-64,014633372458,1709798,Collection
ps3,Electronic Arts,Battlefield: Bad Company – Gold Edition,Battlefield,T,First Person Shooter,2008-06-25,DICE (Digital Illusions CE),1-24,014633159356,942146,Collection
ps3,Electronic Arts,Battlefield: Bad Company 2,Battlefield,M,First Person Shooter,2010-03-02,DICE,1-24,014633156720,897355,Collection
intellivision,Imagic,Beauty and the Beast,Beauty and the Beast,Not Rated,"Action, Platform",1982-01-01,Imagic,1,nocode20140821185229364,1083440,Collection
xboxone,Outright Games Limited,Ben 10,Ben 10,E10+,"Action, Adventure",2017-11-14,Torus Games Pty Ltd.,1,819338020051,952194,Collection
ps2,Monkey Bar Games,Ben 10: Alien Force,Ben 10,E10+,Action,2008-11-20,D3 Publisher,1-2,879278120051,934138,Collection
wii,D3Publisher,Ben 10: Alien Force - Vilgax Attacks,Ben 10,E10+,"Action, Adventure",2009-10-27,Papaya Studio,1,879278340091,979895,Collection
ps2,D3 Publisher,Ben 10: Protector of Earth,Ben 10,E10+,"Action, Adventure, Platform",2007-10-30,High Voltage Software,1,879278120013,973602,Collection
ds,Nintendo,Big Brain Academy,Big Brain Academy,E,"Educational, Puzzle",2006-06-05,Nintendo EAD,1-8,045496737085,900953,Collection
ps3,2K Games,BioShock 2,BioShock,M,First Person Shooter,2010-02-09,2K Marin,1-10,710425375521,894206,Collection
ps3,2K Games,BioShock,BioShock,M,"Action, Adventure, First Person Shooter, Horror",2008-10-21,Irrational Games,1,710425279645,1467659,Collection
ps3,2K Games,BioShock Infinite,BioShock,M,First Person Shooter,2013-03-26,Irrational Games,1,710425379482,1166120,Collection
ps2,Electronic Arts,Black,Black,M,First Person Shooter,2006-02-27,Criterion Games,1,014633151053,928335,Collection
ps3,Ubisoft,Blazing Angels 2: Secret Missions of WWII,Blazing Angels,T,"Action, Simulation, Flight Simulator",2007-11-06,Ubisoft Romania,2,008888343493,1430258,Collection
ps3,Ubisoft,Blazing Angels: Squadrons of WWII,Blazing Angels,T,Flight Simulator,2006-12-12,Ubisoft Romania,2,008888342632,1333039,Collection
ps2,Midway,Blitz: The League,Blitz,M,Sports,2005-10-17,Midway Games,2,031719268917,919405,Collection
psvr,Sony Interactive Entertainment,Blood & Truth,Blood & Truth,M,"Action, First-Person Shooter",2019-05-28,London Studio,1,,1581268,Collection
intellivision,Mattel Electronics,Bomb Squad,Bomb Squad,Not Rated,"Puzzle, Strategy",1982-01-01,Mattel Electronics,1,nocode20140125094648184,1120409,Collection
Sony PlayStation 4 (PS4),2K Games,Borderlands 2,Borderlands,M,"First Person Shooter, Role Playing Game",2015-03-24,Gearbox Software,1-4,799007842477,1166275,Collection
Sony PlayStation 4 (PS4),2K Games,Borderlands 3,Borderlands,M,"Action, Adventure",2019-09-13,Gearbox Software,1,710425574931,1714168,Collection
Sony PlayStation 4 (PS4),2K Games,Borderlands GOTY Edition,Borderlands,M,"First Person Shooter, Role Playing Game",2019-04-03,Gearbox Software,1-4,710425574894,1711210,Collection
ds,Nintendo,Brain Age,Brain Age,E,"Educational, Puzzle",2006-04-16,Nintendo SPD,1,0045496737122,935868,Collection
ds,Nintendo,Brain Age,Brain Age,E,"Educational, Puzzle",2006-04-16,Nintendo SPD,1,045496737122,1158679,Collection
ds,Nintendo,Brain Age 2,Brain Age,E,"Educational, Puzzle",2007-08-20,Nintendo SPD,1,4549673901,980495,Collection
wii,Ubisoft,Brothers in Arms: Double Time,Brothers in Arms,M,First-Person Shooter,2008-09-23,Gearbox Software / Demiurge Studios,1,008888173502,1165914,Collection
xbox,Ubisoft,Brothers In Arms Earned In Blood,,,First Person Shooter,1969-12-31,,,3307210200556,1341415,Collection
psp,Ubisoft,Brothers in Arms: D-Day,Brothers in Arms,M,First Person Shooter,2006-12-05,Ubisoft Shanghai,1-4,008888332619,1406321,Collection
ps3,Ubisoft,Brothers in Arms: Hell’s Highway,Brothers in Arms,M,First Person Shooter,2008-09-23,Gearbox Software,1,008888343400,1117166,Collection
ps2,Ubisoft,Brothers in Arms: Road to Hill 30,Brothers in Arms,M,First Person Shooter,2005-03-15,Gearbox Software,4,008888322061,1035679,Collection
ps2,Acclaim,Burnout,Burnout,E,Racing,2001-11-01,Criterion Games,1-2,021481232902,937530,Collection
ps2,Criterion Games,Burnout 2: Point of Impact,Burnout,E,Racing,2002-10-01,Acclaim Entertainment,2,021481233145,1334922,Collection
ps2,Electronic Arts,Burnout 3: Takedown,Burnout,T,Racing,2004-09-08,Criterion Games,2,014633148336,941105,Collection
ps2,Electronic Arts,Burnout Dominator,Burnout,E10+,Racing,2007-03-06,EA UK,1-2,014633156324,1712817,Collection
ps3,Electronic Arts,Burnout Paradise,Burnout,E10+,Racing,2008-01-22,Criterion Games,1-8,014633156331,896958,Collection
ps2,Electronic Arts,Burnout Revenge,Burnout,E10+,Racing,2005-09-13,Criterion Games,2,014633151039,934014,Collection
ps3,SCEA,Buzz! Quiz TV,Buzz!,T,Trivia,2008-09-23,Relentless Software,4,711719814528,1574601,Collection
xbox360,Ubisoft Entertainment,CSI: Fatal Conspiracy,,M,,2010-10-26,Telltale Games,1,008888526001,1038386,Collection
ps3,Activision,Cabela’s Outdoor Adventures,Cabela’s,T,Adventure,2009-09-08,Sand Grain Studios,1,047875759695,1495724,Collection
ps2,Activision,Cabela’s Dangerous Hunts,Cabela's,T,"Action, Simulation",2003-11-11,Sand Grain Studios,1,047875750159,1317970,Collection
ps3,Activision,Cabela’s Dangerous Hunts 2009,Cabela’s,T,"First Person Shooter, Simulation",2009-09-08,Sand Grain Studios,1,047875756830,1463825,Collection
ps2,Activision,Cabela’s Outdoor Adventures,Cabela's,T,"Adventure, First Person Shooter, Sports",2005-09-13,Activision,1,047875751071,1092334,Collection
Sony PlayStation 5 (PS5),Activision,Call Of Duty 19: Black Ops Cold War,Call of Duty,M,First Person Shooter,2020-11-13,Activision & Treyarch,1,047875101128,1724700,Collection
xbox360,Activision,Call Of Duty 2,Call of Duty,T,,2005-11-22,Infinity Ward,4,047875809376,1188053,Collection
ps3,Activision,Call of Duty 4: Modern Warfare,Call of Duty,M,First Person Shooter,2007-11-05,Infinity Ward,1-18,047875840591,897175,Collection
Sony PlayStation 4 (PS4),Activision,Call of Duty: Modern Warfare,Call of Duty,M,First Person Shooter,2019-10-25,Infinity Ward,1-2,5030917285271,1718211,Collection
ps3,Activision,Call of Duty: Black Ops,Call of Duty,M,First Person Shooter,2010-11-09,Treyarch,1-18,047875840041,1039512,Collection
ps3,Activision,Call of Duty: Black Ops II,Call of Duty,M,First Person Shooter,2012-11-12,Treyarch,1-18,047875843837,1230631,Collection
Sony PlayStation 4 (PS4),Activision,Call Of Duty: Black Ops III,Call of Duty,M,First Person Shooter,2015-11-06,Activision & Treyarch,2,047875874589,1580785,Collection
Sony PlayStation 4 (PS4),Activision,Call Of Duty: Modern Warfare II,Call of Duty,M,First Person Shooter,2022-10-28,Infinity Ward,1-2,047875103474,1869750,Collection
Sony PlayStation 5 (PS5),Activision,Call Of Duty: Vanguard,Call of Duty,18+,"Action, First Person Shooter",2021-11-05,Sledgehammer Games,2-48,047875102620,1742197,Collection
xbox360,Activision,Call Of Duty: World At War,Call of Duty,M,First Person Shooter,2008-05-13,Infinity Ward,4,047875832817,917550,Collection
ps3,Ubisoft,Call of Juarez: Bound in Blood,Call of Juarez,M,First Person Shooter,2009-06-30,Techland,1-12,008888345145,1221737,Collection
ps2,Activision,Call of Duty 2: Big Red One,Call of Duty,T,First Person Shooter,2005-11-01,"Treyarch, Gray Matter Interactive",1-2,15736581,960498,Collection
xbox,Treyarch,Call of Duty 3,,T,"Adventure, First Person Shooter",2006-11-07,Activision,1,047875816374,1203475,Collection
Sony PlayStation 4 (PS4),Activision,Call of Duty: Black Ops 4,Call of Duty,M,First Person Shooter,2018-10-12,Treyarch,1-4,047875882256,1709221,Collection
xboxone,Activision,Call of Duty: Advanced Warfare - Day Zero Edition,Call of Duty,M,First Person Shooter,2014-12-11,Sledgehammer Games,1-18,5030917151934,1395081,Collection
psvita,Activision,Call of Duty: Black Ops Declassified,Call of Duty,M,First Person Shooter,2012-11-13,Nihilistic Software,1-8,047875843899,1241694,Collection
ps2,Activision,Call of Duty: Finest Hour,Call of Duty,T,First Person Shooter,2004-11-16,Spark Unlimited,1-4,5030917030895,995247,Collection
Sony PlayStation 4 (PS4),Activision,Call of Duty: Ghosts,Call of Duty,M,"Action, First Person Shooter, MMOFPS, Stealth, Third Person Shooter",2013-11-05,Infinity Ward,2,047875846791,1289322,Collection
xboxone,Activision,Call of Duty: Infinite Warfare,Call of Duty,M,First Person Shooter,2016-11-04,Infinity Ward,1-2,047875878617,1494996,Collection
ps3,Activision,Call of Duty: Modern Warfare 2,Call of Duty,M,First Person Shooter,2009-11-10,Infinity Ward,1-18,047875837478,894615,Collection
ps3,Activision,Call of Duty: Modern Warfare 3,Call of Duty,M,First Person Shooter,2011-11-08,Infinity Ward,1-18,047875842052,1132337,Collection
psp,Activision,Call of Duty: Roads to Victory,Call of Duty,T,First Person Shooter,2007-03-13,Amaze Entertainment,1-6,047875838499,1540889,Collection
Sony PlayStation 4 (PS4),Activision,Call of Duty: WWII,Call of Duty,M,"Action, First Person Shooter",2017-11-03,Sledgehammer Games,1,047875881525,1530672,Collection
wii,2K Play,Carnival Games Mini Golf,Carnival Games,E,"Sports, Party",2008-10-21,Cat Daddy Games,1-4,710425344510,991961,Collection
snes,Mindscape,Championship Pool,Championship Pool,Not Rated,"Sports, Simulation",1993-11-01,Bitmasters,1-2,050047113676,1032200,Collection
ps2,Activision,Civil War: A Nation Divided,History Channel Civil War,T,"First Person Shooter, Real Time Strategy",2006-11-07,Cauldron HQ,1,047875753051,1481179,Collection
ps3,Activision,The History Channel: Civil War – Secret Missions,The History Channel,T,First Person Shooter,2008-11-04,Cauldron HQ,1,047875757271,1532792,Collection
xbox,Eidos Interactive,Commandos: Strike Force,,T,First Person Shooter,2006-04-04,Pyro Studios,1-8,788687200295,1147503,Collection
ps3,Sega,Condemned 2: Bloodshot,Condemned,M,"First Person Shooter, Horror",2008-03-11,Monolith Productions,1,010086690125,1081467,Collection
ps3,Eidos Interactive,Conflict: Denied Ops,Conflict,M,First Person Shooter,2008-02-12,Pivotal Games,1-2,4012160250290,920947,Collection
xbox,Global Star,Conflict Vietnam,,M,First Person Shooter,2004-10-05,Pivotal Games,4,710425294174,923020,Collection
ps2,SCi,Conflict: Desert Storm,Conflict,T,Third Person Shooter,2002-09-30,Pivotal Games,1,710425271816,1580751,Collection
ds,Majesco Entertainment,Cooking Mama,Cooking Mama,E,Simulation,2006-09-12,Office Create,1-4,096427014805,935913,Collection
ds,Majesco Entertainment,Cooking Mama 2: Dinner with Friends,Cooking Mama,E,Simulation,2007-11-13,Office Create,1-4,096427015055,1294786,Collection
snes,Virgin Games,Cool Spot,Cool Spot,Not Rated,Platform,1993-07-01,Virgin Games USA,1,nocode20120530000149223,1006950,Collection
ps1,Sony Computer Entertainment,Crash Bandicoot 2: Cortex Strikes Back,Crash Bandicoot,E,Platform,1997-10-31,Naughty Dog,1,711719415428,963889,Collection
ps1,Sony Computer Entertainment,Crash Team Racing,Crash Bandicoot,E,Racing,1999-08-30,Naughty Dog,4,711719442622,1572840,Collection
xboxone,Modus Games,Cris Tales,,T,Role Playing Game,2021-07-20,Dreams Uncorporated; SYCK,1,814290015336,1745853,Collection
ps3,Electronic Arts,Crysis 2,Crysis,M,First Person Shooter,2011-03-22,Crytek,1-12,014633192063,1057225,Collection
Sony PlayStation 4 (PS4),CD Projekt Red,Cyberpunk: 2077,Cyberpunk,M,"Action, Role Playing Game",2020-12-10,CD Projekt RED,1,883929689613,1725645,Collection
xbox,Eidos Interactive,DEUS EX 2-INVISIBLE WAR,,M,First Person Shooter,2013-09-20,Ion Storm Inc.,1,788687200042,976259,Collection
ps3,Capcom,DMC Devil May Cry,Devil May Cry,M,Hack n’ Slash,2013-01-15,Ninja Theory,1,013388340286,1257756,Collection
xbox,Atari,DRIVER 3,,M,"Action, Racing, Third Person Shooter",2004-06-21,Reflections Interactive,1,742725244320,1330914,Collection
ps2,Axis Entertainment,DT Racer,DT Racer,T,Racing,2005-09-26,XS Games,2,780332056431,1188716,Collection
xbox360,Harmonix,Dance Central 3,,T,Music,2012-10-18,Harmonix,2,885370523515,1258256,Collection
ps3,Electronic Arts,Dante’s Inferno: Divine Edition,Dante’s Inferno,M,"Action, Adventure, Hack n’ Slash",2010-02-09,Visceral Games,1,014633192216,1097905,Collection
Sony PlayStation 4 (PS4),Sony Interactive Entertainment,Days Gone,Days Gone,M,"Action, Sandbox, Third Person Shooter",2019-04-26,Bend Studio,1,711719504757,1711226,Collection
ps3,Deep Silver,Dead Island,Dead Island,M,"Action, Role Playing Game, Survival Horror",2011-09-06,Techland,1-4,895678002490,1158811,Collection
xbox360,Capcom,Dead Rising,Dead Rising,M,"Action, Adult, Adventure, Fighting, First Person Shooter, Real Time Strategy, Sandbox, Third Person Shooter, Horror",2006-07-28,Capcom,1,013388330010,1184567,Collection
ps3,Capcom,Dead Rising 2,Dead Rising,M,Action,2010-09-28,Blue Castle Games,1-4,013388340194,1021949,Collection
xboxone,Microsoft Studios,Dead Rising 3,Dead Rising,M,"Action, Adventure, Horror",2013-11-22,Capcom Vancouver,1-2,885370844955,1557897,Collection
Sony PlayStation 4 (PS4),Capcom,Dead Rising 4: Frank’s Big Package,Dead Rising,M,"Action, Adventure, Sandbox, Horror",2017-12-05,Capcom Game Studio Vancouver,1-4,013388560387,1557097,Collection
xbox360,EA,Dead Space,Dead Space,M,"Action, Horror",2013-08-10,EA Redwood Shores Studio,1,014633155648,896197,Collection
xbox360,EA,Dead Space 2,Dead Space,M,Horror,2011-01-25,Visceral Games,1,014633158892,1050557,Collection
xbox360,EA,Dead Space 3,Dead Space,M,Third Person Shooter,2013-02-05,Electronic Arts/EA Games,1,014633197235,1286417,Collection
ps2,Namco,Dead to Rights II,Dead to Rights,M,Third Person Shooter,2005-04-12,Widescreen Games,1,722674100106,1024306,Collection
ps2,NovaLogic,Delta Force: Black Hawk Down,Delta Force,T,First Person Shooter,2005-07-26,Rebellion Developments,1-4,020626723275,923152,Collection
ps2,NovaLogic,Delta Force: Black Hawk Down – Team Sabre,Delta Force,T,First Person Shooter,2006-11-21,Rebellion Developments,1-4,020626725620,1041500,Collection
ps3,Atlus,Demon’s Souls,Demon’s Souls,M,"Action, Role Playing Game",2009-10-05,FromSoftware,1,730865001323,1061559,Collection
Sony PlayStation 4 (PS4),Activision,Destiny,Destiny,T,First Person Shooter,2014-09-09,Bungie,1,047875846913,1580784,Collection
xboxone,Activision,Destiny,Destiny,T,"First Person Shooter, MMORPG",2014-09-09,Bungie,1-12,047875846937,1284043,Collection
Sony PlayStation 4 (PS4),Activision,Destiny 2,Destiny,T,"Adventure, First Person Shooter, MMORPG",2017-09-06,Bungie,1,047875881174,1478553,Collection
Sony PlayStation 4 (PS4),THQ Nordic,Destroy All Humans!,Destroy All Humans!,T,"Action, Adventure",2020-07-28,Black Forest Games,1,811994022189,1720250,Collection
Sony PlayStation 5 (PS5),THQ Nordic,Destroy All Humans! 2 Reprobed For,Destroy All Humans!,T,"Action, Adventure",2022-08-30,Black Forest Games,1-2,811994023254,1862432,Collection
ps3,Square Enix,Deus Ex: Human Revolution,Deus Ex,M,"Action, Role Playing Game, Stealth",2011-08-23,Eidos Montreal,1,662248910192,1159060,Collection
Sony PlayStation 4 (PS4),Square Enix,Deus Ex: Mankind Divided -- Day One Edition,Deus Ex,M,"Action, Third Person Shooter",2016-08-23,Eidos-Montréal,1,662248916361,1433613,Collection
xbox360,Capcom,Devil May Cry: HD Collection,Devil May Cry,M,"Action, Hack n’ Slash",2012-03-29,Capcom,1,013388330409,1219443,Collection
xboxone,Bethesda Softworks,Dishonored - Definitive Edition,Dishonored,M,"Action, Adventure, Fantasy, Stealth",2015-08-25,Arkane Studios,1,093155170681,1444726,Collection
xboxone,Bethesda Softworks,Dishonored 2,Dishonored,M,Action,2016-11-11,Arkane Studios,1,093155170766,1379575,Collection
xboxone,Bethesda Softworks,Dishonored 2,Dishonored,M,"First Person Shooter, Stealth",2016-11-11,Arkane Studios,1,093155171329,1379578,Collection
ps3,Disney Interactive,Disney Infinity 2.0 Edition,Disney Infinity,E10+,Sandbox,2014-09-23,Avalanche Software,1-2,712725026233,1386819,Collection
ps3,Disney Interactive Studios,Disney Infinity 3.0 Edition,Disney Infinity,E10+,"Action, Adventure, Sandbox",2015-08-30,Avalanche Software,1-2,712725027353,1576079,Collection
ps3,Disney Interactive Studios,Disney Universe,Disney,E10+,"Action, Adventure",2011-10-25,Eurocom,1-4,712725022037,1181158,Collection
xbox360,Capcom,DmC: Devil May Cry,Devil May Cry,M,"Action, Adventure, Hack n’ Slash",2013-01-15,Ninja Theory,1,013388330287,1441550,Collection
n64,Nintendo,Donkey Kong 64,Donkey Kong,E,Platform,1999-11-22,Rare,1-4,02040837,966227,Collection
xboxone,Bethesda Softworks,Doom,Doom,M,"Action, Adventure, First Person Shooter, Horror",2016-05-13,id Software,1-12,093155170216,943457,Collection
Sony PlayStation 4 (PS4),Bethesda Softworks,Doom Eternal,PS4,M,First Person Shooter,2020-03-20,Bethesda,1-4,093155174139,1717019,Collection
ps2,2K Play,Dora Saves the Snow Princess,Dora the Explorer,E,"Adventure, Side Scrolling",2008-10-28,High Voltage Software,1,710425374616,948975,Collection
xbox360,Capcom,Dragons Dogma: Dark Arisen,,M,Action,2012-05-22,Capcom,1,013388330744,1289110,Collection
xbox360,Capcom,Dragon’s Dogma,Dragon’s Dogma,M,"Action, Fantasy, Role Playing Game",2012-05-22,Capcom,1,013388330461,1181860,Collection
Sony PlayStation 4 (PS4),Outright Games,DreamWorks Spirit: Lucky's Big Adventure,Spirit,E,Adventure,2021-06-01,Aheartfulofgames,1,819338021386,1794527,Collection
Sony PlayStation 4 (PS4),Sony Computer Entertainment,Driveclub,Driveclub,E,Racing,2014-10-07,Evolution Studios,1,711719100140,1293655,Collection
ps1,GT Interactive,Driver,Driver,T,"Action, Driving",1999-06-10,Reflections Interactive,1,742725181120,929451,Collection
ps1,Infogrames,Driver 2,Driver,T,"Action, Driving",2000-11-17,Reflections Interactive,1-2,742725213470,1580744,Collection
xboxone,Warner Bros. Games,Dying Light,Dying Light,M,"Action, Adventure, First Person Shooter, Horror",2015-01-27,Techland,1-5,883929356089,1301643,Collection
Sony PlayStation 5 (PS5),Techland Publishing,Dying Light 2 Stay Human,Dying Light,M,"First Person Shooter, Horror",2022-02-04,Techland,1-4,662248923314,1828978,Collection
ps3,Electronic Arts,EA Sports Active 2,EA Sports Active,E,Sports,2010-11-18,EA Canada,1,014633195118,1098003,Collection
ps3,Electronic Arts,EA Sports MMA,EA Sports,T,Fighting,2010-10-19,EA Tiburon,2,014633192841,1049033,Collection
genesis,Sega,Ecco the Dolphin,Ecco the Dolphin,Not Rated,"Action, Adventure",1992-07-29,Novotrade International,1,010086025163,994667,Collection
ps3,Bethesda Softworks,The Elder Scrolls V: Skyrim,The Elder Scrolls,M,Role Playing Game,2011-11-11,Bethesda Game Studios,1,093155117624,1170155,Collection
Sony PlayStation 4 (PS4),Bethedesa,"Elder Scrolls V: Skyrim VR, The",The Elder Scrolls,M,Role Playing Game,2017-12-02,Bethesda,1,093155172579,1536554,Collection
snes,GameTek,Elite Soccer,Elite Soccer,Not Rated,Sports,1994-01-01,Denton Designs,1-2,nocode20120111093111439,1202599,Collection
genesis,Sega,Eternal Champions,Eternal Champions,MA-13,Fighting,1993-12-11,Sega Interactive Development Division,1-2,010086011456,1053780,Collection
